#ies_format_version: 1.0
#file: 20260204_4000.dat
#file_info: generated by AsciiLoger of OpenMUC
#timezone: + 5
#timestep_sec: 4.0
#col_no;	col_name;	confidential;	measured;	unit;	category;	comment
#001;	YYYYMMDD;	FALSE;	FALSE;	0;	time;	INTEGER,8. Date [human readable]
#002;	hhmmss;	FALSE;	FALSE;	0;	time;	SHORT,6. Time [human readable]
#003;	unixtimestamp;	FALSE;	FALSE;	s;	time;	DOUBLE,14. lapsed seconds from 01-01-1970
#004;	iec61850_measurement1;	FALSE;	TRUE;	0;	other;	DOUBLE,9. Readings for Mod.stVal
#005;	iec61850_measurement2;	FALSE;	TRUE;	0;	other;	DOUBLE,9. Readings for Mod.ctlModel
#006;	iec61850_measurement3;	FALSE;	TRUE;	0;	other;	DOUBLE,9. Readings for Beh.stVal
#007;	iec61850_measurement4;	FALSE;	TRUE;	0;	other;	DOUBLE,9. Readings for Health.stVal
#008;	iec61850_measurement5;	FALSE;	TRUE;	0;	other;	DOUBLE,9. Readings for Loc.stVal
#009;	modbus_register1;	FALSE;	TRUE;	0;	other;	SHORT,7. -
#010;	modbus_register2;	FALSE;	TRUE;	0;	other;	SHORT,7. -
YYYYMMDD;	hhmmss;	unixtimestamp;	iec61850_measurement1;	iec61850_measurement2;	iec61850_measurement3;	iec61850_measurement4;	iec61850_measurement5;	modbus_register1;	modbus_register2
20260204;	132816;	1770191896.000;	     err8;	     err8;	     err8;	     err8;	     err8;	      0;	      0
20260204;	132820;	1770191900.000;	     err8;	     err8;	     err8;	     err8;	     err8;	      0;	      0
20260204;	132824;	1770191904.000;	     err8;	     err8;	     err8;	     err8;	     err8;	      0;	      0
20260204;	132828;	1770191908.000;	     err8;	     err8;	     err8;	     err8;	     err8;	      0;	      0
20260204;	132832;	1770191912.000;	     err7;	     err7;	     err7;	     err7;	     err7;	      0;	      0
20260204;	132836;	1770191916.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	132840;	1770191920.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	132844;	1770191924.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	132848;	1770191928.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	132852;	1770191932.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	132856;	1770191936.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	132900;	1770191940.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	132904;	1770191944.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	132908;	1770191948.000;	  +44.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	132912;	1770191952.000;	  +44.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	132916;	1770191956.000;	  +44.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	132920;	1770191960.000;	  +44.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	132924;	1770191964.000;	  +44.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	132928;	1770191968.000;	  +44.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	132932;	1770191972.000;	  +44.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	132936;	1770191976.000;	  +44.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	132940;	1770191980.000;	  +44.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	132944;	1770191984.000;	  +44.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	132948;	1770191988.000;	  +44.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	132952;	1770191992.000;	  +44.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	132956;	1770191996.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	133000;	1770192000.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	133004;	1770192004.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	133008;	1770192008.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	133012;	1770192012.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	133016;	1770192016.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	133020;	1770192020.000;	     err8;	     err8;	     err8;	     err8;	     err8;	      0;	      0
20260204;	133024;	1770192024.000;	     err8;	     err8;	     err8;	     err8;	     err8;	      0;	      0
20260204;	133028;	1770192028.000;	     err8;	     err8;	     err8;	     err8;	     err8;	      0;	      0
20260204;	133032;	1770192032.000;	  +44.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	133036;	1770192036.000;	  +44.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	133040;	1770192040.000;	  +44.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	133044;	1770192044.000;	  +44.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	133048;	1770192048.000;	  +44.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	133052;	1770192052.000;	  +44.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	133056;	1770192056.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	133100;	1770192060.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	133104;	1770192064.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	133108;	1770192068.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	133112;	1770192072.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	133116;	1770192076.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	133120;	1770192080.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	133124;	1770192084.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	133128;	1770192088.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	133132;	1770192092.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	133136;	1770192096.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	133140;	1770192100.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	133144;	1770192104.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	133148;	1770192108.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	133152;	1770192112.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	133156;	1770192116.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	133200;	1770192120.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	133204;	1770192124.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	133208;	1770192128.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	133212;	1770192132.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	133216;	1770192136.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	133220;	1770192140.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	133224;	1770192144.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	133228;	1770192148.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	133232;	1770192152.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	133236;	1770192156.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	133240;	1770192160.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	133244;	1770192164.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	133248;	1770192168.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	133252;	1770192172.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	133256;	1770192176.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	133300;	1770192180.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	133304;	1770192184.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	133308;	1770192188.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	133312;	1770192192.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	133316;	1770192196.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	133320;	1770192200.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	133324;	1770192204.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	133328;	1770192208.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	133332;	1770192212.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	133336;	1770192216.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	133340;	1770192220.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	133344;	1770192224.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	133348;	1770192228.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	133352;	1770192232.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	133356;	1770192236.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	133400;	1770192240.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	133404;	1770192244.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	133408;	1770192248.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	133412;	1770192252.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	133416;	1770192256.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	133420;	1770192260.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	133424;	1770192264.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	133428;	1770192268.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	133432;	1770192272.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	133436;	1770192276.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	133440;	1770192280.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	133444;	1770192284.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	133448;	1770192288.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	133452;	1770192292.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	133456;	1770192296.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	133500;	1770192300.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	133504;	1770192304.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	133508;	1770192308.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	133512;	1770192312.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	133516;	1770192316.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	133520;	1770192320.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	133524;	1770192324.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	133528;	1770192328.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	133532;	1770192332.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	133536;	1770192336.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	133540;	1770192340.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	133544;	1770192344.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	133548;	1770192348.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	133552;	1770192352.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	133556;	1770192356.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	133600;	1770192360.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	133604;	1770192364.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	133608;	1770192368.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	133612;	1770192372.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	133616;	1770192376.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	133620;	1770192380.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	133624;	1770192384.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	133628;	1770192388.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	133632;	1770192392.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	133636;	1770192396.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	133640;	1770192400.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	133644;	1770192404.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	133648;	1770192408.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	133652;	1770192412.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	133656;	1770192416.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	133700;	1770192420.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	133704;	1770192424.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	133708;	1770192428.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	133712;	1770192432.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	133716;	1770192436.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	133720;	1770192440.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	133724;	1770192444.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	133728;	1770192448.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	133732;	1770192452.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	133736;	1770192456.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	133740;	1770192460.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	133744;	1770192464.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	133748;	1770192468.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	133752;	1770192472.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	133756;	1770192476.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	133800;	1770192480.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	133804;	1770192484.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	133808;	1770192488.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	133812;	1770192492.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	133816;	1770192496.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	133820;	1770192500.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	133824;	1770192504.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	133828;	1770192508.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	133832;	1770192512.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	133836;	1770192516.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	133840;	1770192520.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	133844;	1770192524.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	133848;	1770192528.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	133852;	1770192532.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	133856;	1770192536.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	133900;	1770192540.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	133904;	1770192544.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	133908;	1770192548.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	133912;	1770192552.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	133916;	1770192556.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	133920;	1770192560.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	133924;	1770192564.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	133928;	1770192568.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	133932;	1770192572.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	133936;	1770192576.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	133940;	1770192580.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	133944;	1770192584.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	133948;	1770192588.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	133952;	1770192592.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	133956;	1770192596.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	134000;	1770192600.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	134004;	1770192604.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	134008;	1770192608.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	134012;	1770192612.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	134016;	1770192616.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	134020;	1770192620.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	134024;	1770192624.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	134028;	1770192628.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	134032;	1770192632.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
