#ies_format_version: 1.0
#file: 20260204_4000.dat
#file_info: generated by AsciiLoger of OpenMUC
#timezone: + 5
#timestep_sec: 4.0
#col_no;	col_name;	confidential;	measured;	unit;	category;	comment
#001;	YYYYMMDD;	FALSE;	FALSE;	0;	time;	INTEGER,8. Date [human readable]
#002;	hhmmss;	FALSE;	FALSE;	0;	time;	SHORT,6. Time [human readable]
#003;	unixtimestamp;	FALSE;	FALSE;	s;	time;	DOUBLE,14. lapsed seconds from 01-01-1970
#004;	iec61850_measurement1;	FALSE;	TRUE;	0;	other;	DOUBLE,9. Readings for Mod.stVal
#005;	iec61850_measurement2;	FALSE;	TRUE;	0;	other;	DOUBLE,9. Readings for Mod.ctlModel
#006;	iec61850_measurement3;	FALSE;	TRUE;	0;	other;	DOUBLE,9. Readings for Beh.stVal
#007;	iec61850_measurement4;	FALSE;	TRUE;	0;	other;	DOUBLE,9. Readings for Health.stVal
#008;	iec61850_measurement5;	FALSE;	TRUE;	0;	other;	DOUBLE,9. Readings for Loc.stVal
#009;	modbus_register1;	FALSE;	TRUE;	0;	other;	SHORT,7. -
#010;	modbus_register2;	FALSE;	TRUE;	0;	other;	SHORT,7. -
YYYYMMDD;	hhmmss;	unixtimestamp;	iec61850_measurement1;	iec61850_measurement2;	iec61850_measurement3;	iec61850_measurement4;	iec61850_measurement5;	modbus_register1;	modbus_register2
20260204;	131216;	1770190936.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	131220;	1770190940.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	131224;	1770190944.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	131228;	1770190948.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	131232;	1770190952.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	131236;	1770190956.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	131240;	1770190960.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	131244;	1770190964.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	131248;	1770190968.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	131252;	1770190972.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	131256;	1770190976.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	131300;	1770190980.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	131304;	1770190984.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	131308;	1770190988.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	131312;	1770190992.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	131316;	1770190996.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	131320;	1770191000.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	131324;	1770191004.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	131328;	1770191008.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	131332;	1770191012.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	131336;	1770191016.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	131340;	1770191020.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	131344;	1770191024.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	131348;	1770191028.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	131352;	1770191032.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	131356;	1770191036.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	131400;	1770191040.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	131404;	1770191044.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	131408;	1770191048.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	131412;	1770191052.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	131416;	1770191056.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	131420;	1770191060.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	131424;	1770191064.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	131428;	1770191068.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	131432;	1770191072.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	131436;	1770191076.000;	     err8;	     err8;	     err8;	     err8;	     err8;	   err7;	   err7
20260204;	131440;	1770191080.000;	     err8;	     err8;	     err8;	     err8;	     err8;	      0;	      0
20260204;	131444;	1770191084.000;	     err8;	     err8;	     err8;	     err8;	     err8;	      0;	      0
20260204;	131448;	1770191088.000;	     err8;	     err8;	     err8;	     err8;	     err8;	      0;	      0
20260204;	131452;	1770191092.000;	     err8;	     err8;	     err8;	     err8;	     err8;	      0;	      0
20260204;	131456;	1770191096.000;	     err8;	     err8;	     err8;	     err8;	     err8;	      0;	      0
20260204;	131500;	1770191100.000;	     err8;	     err8;	     err8;	     err8;	     err8;	      0;	      0
20260204;	131504;	1770191104.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	131508;	1770191108.000;	     err8;	     err8;	     err8;	     err8;	     err8;	      0;	      0
20260204;	131512;	1770191112.000;	     err8;	     err8;	     err8;	     err8;	     err8;	      0;	      0
20260204;	131516;	1770191116.000;	     err8;	     err8;	     err8;	     err8;	     err8;	      0;	      0
20260204;	131520;	1770191120.000;	     err8;	     err8;	     err8;	     err8;	     err8;	      0;	      0
20260204;	131524;	1770191124.000;	     err8;	     err8;	     err8;	     err8;	     err8;	      0;	      0
20260204;	131528;	1770191128.000;	     err8;	     err8;	     err8;	     err8;	     err8;	      0;	      0
20260204;	131532;	1770191132.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	131536;	1770191136.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	131540;	1770191140.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	131544;	1770191144.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	131548;	1770191148.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	131552;	1770191152.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	131556;	1770191156.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	131600;	1770191160.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	131604;	1770191164.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	131608;	1770191168.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	131612;	1770191172.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	131616;	1770191176.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	131620;	1770191180.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	131624;	1770191184.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	131628;	1770191188.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	131632;	1770191192.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	131636;	1770191196.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	131640;	1770191200.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	131644;	1770191204.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	131648;	1770191208.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	131652;	1770191212.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	131656;	1770191216.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	131700;	1770191220.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	131704;	1770191224.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	131708;	1770191228.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	131712;	1770191232.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	131716;	1770191236.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	131720;	1770191240.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	131724;	1770191244.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	131728;	1770191248.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	131732;	1770191252.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	131736;	1770191256.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	131740;	1770191260.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	131744;	1770191264.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	131748;	1770191268.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	131752;	1770191272.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	131756;	1770191276.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	131800;	1770191280.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	131804;	1770191284.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	131808;	1770191288.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	131812;	1770191292.000;	     err9;	     err9;	     err9;	     err9;	     err9;	      0;	      0
20260204;	131816;	1770191296.000;	     err9;	     err9;	     err9;	     err9;	     err9;	      0;	      0
20260204;	131820;	1770191300.000;	     err9;	     err9;	     err9;	     err9;	     err9;	      0;	      0
20260204;	131824;	1770191304.000;	     err9;	     err9;	     err9;	     err9;	     err9;	      0;	      0
20260204;	131828;	1770191308.000;	     err9;	     err9;	     err9;	     err9;	     err9;	      0;	      0
20260204;	131832;	1770191312.000;	     err9;	     err9;	     err9;	     err9;	     err9;	      0;	      0
20260204;	131836;	1770191316.000;	     err9;	     err9;	     err9;	     err9;	     err9;	      0;	      0
20260204;	131840;	1770191320.000;	     err9;	     err9;	     err9;	     err9;	     err9;	      0;	      0
20260204;	131844;	1770191324.000;	     err9;	     err9;	     err9;	     err9;	     err9;	      0;	      0
20260204;	131848;	1770191328.000;	     err9;	     err9;	     err9;	     err9;	     err9;	      0;	      0
20260204;	131852;	1770191332.000;	     err9;	     err9;	     err9;	     err9;	     err9;	      0;	      0
20260204;	131856;	1770191336.000;	     err9;	     err9;	     err9;	     err9;	     err9;	      0;	      0
20260204;	131900;	1770191340.000;	     err9;	     err9;	     err9;	     err9;	     err9;	      0;	      0
20260204;	131904;	1770191344.000;	     err9;	     err9;	     err9;	     err9;	     err9;	      0;	      0
20260204;	131908;	1770191348.000;	     err9;	     err9;	     err9;	     err9;	     err9;	      0;	      0
20260204;	131912;	1770191352.000;	     err8;	     err8;	     err8;	     err8;	     err8;	      0;	      0
20260204;	131916;	1770191356.000;	     err8;	     err8;	     err8;	     err8;	     err8;	      0;	      0
20260204;	131920;	1770191360.000;	     err8;	     err8;	     err8;	     err8;	     err8;	      0;	      0
20260204;	131924;	1770191364.000;	     err8;	     err8;	     err8;	     err8;	     err8;	      0;	      0
20260204;	131928;	1770191368.000;	     err7;	     err7;	     err7;	     err7;	     err7;	      0;	      0
20260204;	131932;	1770191372.000;	   +1.000;	   +0.000;	   +1.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	131936;	1770191376.000;	   +1.000;	   +0.000;	   +1.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	131940;	1770191380.000;	   +1.000;	   +0.000;	   +1.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	131944;	1770191384.000;	   +1.000;	   +0.000;	   +1.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	131948;	1770191388.000;	   +1.000;	   +0.000;	   +1.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	131952;	1770191392.000;	   +1.000;	   +0.000;	   +1.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	131956;	1770191396.000;	   +1.000;	   +0.000;	   +1.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	132000;	1770191400.000;	   +1.000;	   +0.000;	   +1.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	132004;	1770191404.000;	   +1.000;	   +0.000;	   +1.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	132008;	1770191408.000;	   +1.000;	   +0.000;	   +1.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	132012;	1770191412.000;	   +1.000;	   +0.000;	   +1.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	132016;	1770191416.000;	   +1.000;	   +0.000;	   +1.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	132020;	1770191420.000;	   +1.000;	   +0.000;	   +1.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	132024;	1770191424.000;	   +1.000;	   +0.000;	   +1.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	132028;	1770191428.000;	   +1.000;	   +0.000;	   +1.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	132032;	1770191432.000;	   +1.000;	   +0.000;	   +1.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	132036;	1770191436.000;	   +1.000;	   +0.000;	   +1.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	132040;	1770191440.000;	   +1.000;	   +0.000;	   +1.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	132044;	1770191444.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	132048;	1770191448.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	132052;	1770191452.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	132056;	1770191456.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	132100;	1770191460.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	132104;	1770191464.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	132108;	1770191468.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	132112;	1770191472.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	132116;	1770191476.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	132120;	1770191480.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	132124;	1770191484.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	132128;	1770191488.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	132132;	1770191492.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	132136;	1770191496.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	132140;	1770191500.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	132144;	1770191504.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	132148;	1770191508.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	132152;	1770191512.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	132156;	1770191516.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	132200;	1770191520.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	132204;	1770191524.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	132208;	1770191528.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	132212;	1770191532.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	132216;	1770191536.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	132220;	1770191540.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	132224;	1770191544.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	132228;	1770191548.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	132232;	1770191552.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	132236;	1770191556.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	132240;	1770191560.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	132244;	1770191564.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	132248;	1770191568.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	132252;	1770191572.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	132256;	1770191576.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	132300;	1770191580.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	132304;	1770191584.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	132308;	1770191588.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	132312;	1770191592.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	132316;	1770191596.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	132320;	1770191600.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	132324;	1770191604.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	132328;	1770191608.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	132332;	1770191612.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	132336;	1770191616.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	132340;	1770191620.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	132344;	1770191624.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	132348;	1770191628.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	132352;	1770191632.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	132356;	1770191636.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	132400;	1770191640.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	132404;	1770191644.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	132408;	1770191648.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	132412;	1770191652.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	132416;	1770191656.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	132420;	1770191660.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	132424;	1770191664.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	132428;	1770191668.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	132432;	1770191672.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	132436;	1770191676.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	132440;	1770191680.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	132444;	1770191684.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	132448;	1770191688.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	132452;	1770191692.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	132456;	1770191696.000;	     err8;	     err8;	     err8;	     err8;	     err8;	      0;	      0
20260204;	132500;	1770191700.000;	     err8;	     err8;	     err8;	     err8;	     err8;	      0;	      0
20260204;	132504;	1770191704.000;	     err8;	     err8;	     err8;	     err8;	     err8;	      0;	      0
20260204;	132508;	1770191708.000;	     err8;	     err8;	     err8;	     err8;	     err8;	      0;	      0
20260204;	132512;	1770191712.000;	     err8;	     err8;	     err8;	     err8;	     err8;	      0;	      0
20260204;	132516;	1770191716.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	132520;	1770191720.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	132524;	1770191724.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	132528;	1770191728.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	132532;	1770191732.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	132536;	1770191736.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	132540;	1770191740.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	132544;	1770191744.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	132548;	1770191748.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	132552;	1770191752.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	132556;	1770191756.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	132600;	1770191760.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	132604;	1770191764.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	132608;	1770191768.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	132612;	1770191772.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	132616;	1770191776.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	132620;	1770191780.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	132624;	1770191784.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	132628;	1770191788.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	132632;	1770191792.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	132636;	1770191796.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	132640;	1770191800.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	132644;	1770191804.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	132648;	1770191808.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	132652;	1770191812.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	132656;	1770191816.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	132700;	1770191820.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	132704;	1770191824.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	132708;	1770191828.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	132712;	1770191832.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	132716;	1770191836.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	132720;	1770191840.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	132724;	1770191844.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	132728;	1770191848.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	132732;	1770191852.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	132736;	1770191856.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	132740;	1770191860.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	132744;	1770191864.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	132748;	1770191868.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	132752;	1770191872.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	132756;	1770191876.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	132800;	1770191880.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	132804;	1770191884.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	132808;	1770191888.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	132812;	1770191892.000;	     err8;	     err8;	     err8;	     err8;	     err8;	      0;	      0
